service_family,capacity_teu,demand_set_id,seed,policy_key,reproduction_class,configuration_fingerprint,demand_fingerprint,revenue_ir_percent,volume_ir_percent
service_family_2,20,demand_set_03,11003,dca,controlled_substitute_input,b3d87bcef383b3cd84e64c36afd7e9f0a7b15a914805d989445f1f0a8f4ce246,62ca29bc7e0a19bf22bbaee9089f5b4654133a8f0f8406c7e834bc8045005d08,0.0,0.0
service_family_2,20,demand_set_03,11003,dca_rm,controlled_substitute_input,b3d87bcef383b3cd84e64c36afd7e9f0a7b15a914805d989445f1f0a8f4ce246,62ca29bc7e0a19bf22bbaee9089f5b4654133a8f0f8406c7e834bc8045005d08,0.0,0.0
service_family_2,20,demand_set_03,11003,dca_r,controlled_substitute_input,b3d87bcef383b3cd84e64c36afd7e9f0a7b15a914805d989445f1f0a8f4ce246,62ca29bc7e0a19bf22bbaee9089f5b4654133a8f0f8406c7e834bc8045005d08,0.0,0.0
service_family_2,20,demand_set_03,11003,dca_rrm,controlled_substitute_input,b3d87bcef383b3cd84e64c36afd7e9f0a7b15a914805d989445f1f0a8f4ce246,62ca29bc7e0a19bf22bbaee9089f5b4654133a8f0f8406c7e834bc8045005d08,0.0,0.0
service_family_2,20,demand_set_04,11004,dca,controlled_substitute_input,264c1a5054e4a64cc4ce03f71b0aecd3ba12b249cbad067efc730859a49eb0ee,a44c301625eff152c539777163adc08881bae09bbf794d9ae641c31228a2d610,0.0,0.0
service_family_2,20,demand_set_04,11004,dca_rm,controlled_substitute_input,264c1a5054e4a64cc4ce03f71b0aecd3ba12b249cbad067efc730859a49eb0ee,a44c301625eff152c539777163adc08881bae09bbf794d9ae641c31228a2d610,0.0,0.0
service_family_2,20,demand_set_04,11004,dca_r,controlled_substitute_input,264c1a5054e4a64cc4ce03f71b0aecd3ba12b249cbad067efc730859a49eb0ee,a44c301625eff152c539777163adc08881bae09bbf794d9ae641c31228a2d610,0.0,0.0
service_family_2,20,demand_set_04,11004,dca_rrm,controlled_substitute_input,264c1a5054e4a64cc4ce03f71b0aecd3ba12b249cbad067efc730859a49eb0ee,a44c301625eff152c539777163adc08881bae09bbf794d9ae641c31228a2d610,0.0,0.0
service_family_2,20,demand_set_05,11005,dca,controlled_substitute_input,b839e080701f6f2b697e5b0b8610d2b1fb440c49ece22d3fad5941d7f38358ec,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,0.0,0.0
service_family_2,20,demand_set_05,11005,dca_rm,controlled_substitute_input,b839e080701f6f2b697e5b0b8610d2b1fb440c49ece22d3fad5941d7f38358ec,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,0.0,0.0
service_family_2,20,demand_set_05,11005,dca_r,controlled_substitute_input,b839e080701f6f2b697e5b0b8610d2b1fb440c49ece22d3fad5941d7f38358ec,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,0.0,0.0
service_family_2,20,demand_set_05,11005,dca_rrm,controlled_substitute_input,b839e080701f6f2b697e5b0b8610d2b1fb440c49ece22d3fad5941d7f38358ec,d471d1252ffe718c800490ae3813e0af44e52da934a91d320071397340ca5431,0.0,0.0
